,"psiphon
emulator droid4x is a tool designed for smart
phones and Windows PC’s which allows the users to bypass the censorship
that their service provider has set and surfed the part of the web that is not allowed to be accessed in their part of the world."
,"christmas wishes
christmas poems
christmas greetings
Pret Christmas Lunch sandwich - £3.75: This is the sandwich to beat all pre-packed snacks. It looks like any other Christmassy lunch at first but, ..."
,It is so great for comment free text twist online this is a beautiful game plan.
,It is so great for this move texttwist.online star the good play again.
Do you have a New Year's Resolution?,"What it is every year... Lose weight blah blah blah....
??????
I'm with Echooos. I gave up on those things years ago!"
,I have a new resolution. I resolve to try to loose weight and fail miserably. I've always been able to keep that one without even trying.
,No because I’m afraid of failure
,Nah. They never work for me.
,"No point, never works out."
,"I usually resolve to just not do anything stupid. My success rate varies depending on who you talk to.
I’ll renew that vow again next year."
,I made my last resolution years ago and it stuck. It was to not make anymore New Year resolutions. I am not breaking it this year.
Its national pfeffernusse day. And festivus national roots day. So have u had any of german spiced cookies???????????????????????????,"I've had pfeffernusse cookies before. They're ok, but not on my top 10 list."
,"Never had !
I'll go sit under a tree today and read.  Thank you Otis."
,I don't think I have had pfeffernusse since I moved away from NY as a little kid. I wasn't thrilled about them then.
,Someone made them and brought them to us at work many years ago.  I liked them!
,"I never have, but they sound interesting."
,German spiked cookies?
Where Can You Find Free iPhone Porn?,"The internet is full of free pornography, and many sites are also catching up with the trend by becoming mobile-friendly.

This is great news for porn connoisseurs around the globe - many of whom are sick of finding access to their favorite x-rated sites restricted when they attempt to browse them using a mobile device.

The iPhone users guide to porn
As a smartphone user myself, I totally understand the challenges that finding porn on an iPhone entails.

Even some of the biggest names in the porn industry have yet to update to a responsive web design (a website that's designed to be viewed regardless of your device's size - no pun intended).

This conundrum leaves iPhone users struggling to use adult sites which are often skewed or impossible to navigate on a smaller screen.

Let me tell you, when you've got your hands busy, using a non-mobile site on a small touchscreen is no easy task!

Granted, some sites do have mobile versions, but these rarely offer as much content as does the full-screen experience.

What are the best sites for free iPhone porn? Based on some unsatisfactory experiences myself, I decided to do some research into which mobile porn sites generate the most traffic.

At first, I was discouraged to find that search engine results for 'best mobile porn site in the world' returned a list of poor-quality, pop-up-heavy adult websites.

I then decided that the only way to find the best mobile porn site would be to examine published figures regarding mobile video traffic.

According to an article ironically posted on blackberryreview.com, the best porn sites for iPhone users are the following (all of these rank in the top 10 mobile video sites overall):

xvideos.com
youporn.com
pornhub.com
tnaflix.com"
,"What's the problem to open PornHub from iOS? You can easily get access to any kind of porn from iPhone, I didn't notice any special restrictions here. I love to hang at webcams like https://www.sexedchat.com/ and Chaturbate, iOS was never a problem.
Good luck :)"
,"Here is a great source created precisely for mobile gadgets fire cam mobile , I can highly recommend it. There are a lot of different webcam categories, you can choose any and enjoy live shows if you're 18+.
Best of luck!"
,"Guys, I don't know, if it`s a problem or not, but I began to realize that I like scat porn. I watch it secretly from my girlfriend, I'm afraid to tell her the truth. Is it really awful or not? Does anybody do the same? Do your partner know about your watching this shitting stuff? It is so strange but I really like it..."
,"To my mind, Scat Full Movies are what a scat p?rn lover should really like to watch, for I'd say a scat p?rn theme offers so many opportunities considering the making of such a movie, its plot, sh*t can be shot and shown so as to make viewers get excited, please do as many of them as possible guys!"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Do you have a New Year's Resolution?,"What it is every year... Lose weight blah blah blah....
??????
I'm with Echooos. I gave up on those things years ago!"
,I have a new resolution. I resolve to try to loose weight and fail miserably. I've always been able to keep that one without even trying.
,No because I’m afraid of failure
,Nah. They never work for me.
,"No point, never works out."
,"I usually resolve to just not do anything stupid. My success rate varies depending on who you talk to.
I’ll renew that vow again next year."
,I made my last resolution years ago and it stuck. It was to not make anymore New Year resolutions. I am not breaking it this year.
Do you have a New Year's Resolution?,"What it is every year... Lose weight blah blah blah....
??????
I'm with Echooos. I gave up on those things years ago!"
,I have a new resolution. I resolve to try to loose weight and fail miserably. I've always been able to keep that one without even trying.
,No because I’m afraid of failure
,Nah. They never work for me.
,"No point, never works out."
,"I usually resolve to just not do anything stupid. My success rate varies depending on who you talk to.
I’ll renew that vow again next year."
,I made my last resolution years ago and it stuck. It was to not make anymore New Year resolutions. I am not breaking it this year.
Do you have a New Year's Resolution?,"What it is every year... Lose weight blah blah blah....
??????
I'm with Echooos. I gave up on those things years ago!"
,I have a new resolution. I resolve to try to loose weight and fail miserably. I've always been able to keep that one without even trying.
,No because I’m afraid of failure
,Nah. They never work for me.
,"No point, never works out."
,"I usually resolve to just not do anything stupid. My success rate varies depending on who you talk to.
I’ll renew that vow again next year."
,I made my last resolution years ago and it stuck. It was to not make anymore New Year resolutions. I am not breaking it this year.
I want to thank tiger echoos and 4 palmz for the nice christmas cards they sent me. Did u receive any nice cards this season??????????????????????????????????????,Hooray for you Otis! You have a lot of caring friends! I had five very nice Christmas cards I received.
,"You are very welcome my friend.
I love sending cards!!"
"I'm 16, female. Wondering if I have some health problem because I missed my period (first time ever) I'm more tired recently and have a loss of appetite. I also have mild diarrhea and have been really thirsty even though I drink a lot of water?",Please have your parents take you to the doctor and discuss this.  Could be nothing but you never know.  Please don't put this off .
,Toni is right. There is weird germs going around. It's best to see a doctor.
,Never be afraid to tell your parents that something wrong. They are your biggest ally. They have a vow to god to do their best to take care of you. Tell them right away so that you can get a check up right away. Hope everything works out
Cooks and hosts : what was your worse meal failure on Christmas?,"My very first Christmas dinner with new in laws, I failed to take the inners out of the turkey!"
"I'm 16, female. Wondering if I have some health problem because I missed my period (first time ever) I'm more tired recently and have a loss of appetite. I also have mild diarrhea and have been really thirsty even though I drink a lot of water?",Please have your parents take you to the doctor and discuss this.  Could be nothing but you never know.  Please don't put this off .
,Toni is right. There is weird germs going around. It's best to see a doctor.
,Never be afraid to tell your parents that something wrong. They are your biggest ally. They have a vow to god to do their best to take care of you. Tell them right away so that you can get a check up right away. Hope everything works out
Cooks and hosts : what was your worse meal failure on Christmas?,"My very first Christmas dinner with new in laws, I failed to take the inners out of the turkey!"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
I want to thank tiger echoos and 4 palmz for the nice christmas cards they sent me. Did u receive any nice cards this season??????????????????????????????????????,Hooray for you Otis! You have a lot of caring friends! I had five very nice Christmas cards I received.
,"You are very welcome my friend.
I love sending cards!!"
I want to thank tiger echoos and 4 palmz for the nice christmas cards they sent me. Did u receive any nice cards this season??????????????????????????????????????,Hooray for you Otis! You have a lot of caring friends! I had five very nice Christmas cards I received.
,"You are very welcome my friend.
I love sending cards!!"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
What actually is feminism? Is it dress up like a man in business suit and walk around pretending? Is it because they don't the joy of motherhood? Is it simply crossed wavelength?,Feminism is when a bunch of women get together and kick your @$$ Carlos.
,"Carlos, did some woman take your job recently? You seem to have some anger issues.
The true definition of feminism is for everyone to be treated equally, regardless of gender. In other words the best ""man"" for the job, might be a woman, and she should be allowed to do that job.
Your comments of late, seem to show your lack of ability to treat people fairly. Maybe if you adjust that thinking, you will be better anle to suceed at life."
Its national date nut bread day. So do u like date nut bread????????????????????????????????????,Yeah I dated a nut once.
,I like date nut bread. Hi Otis! ??
,Haven't had it for years. Might need to bake some.
,"I love it!  If I weren't so lazy, I'd bake some tomorrow.  :)"
,I'll pass today! Thank you Otis.
,I never had it... But I like breads so I would probably enjoy it.
,I am goingto pass today.
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Its national date nut bread day. So do u like date nut bread????????????????????????????????????,Yeah I dated a nut once.
,I like date nut bread. Hi Otis! ??
,Haven't had it for years. Might need to bake some.
,"I love it!  If I weren't so lazy, I'd bake some tomorrow.  :)"
,I'll pass today! Thank you Otis.
,I never had it... But I like breads so I would probably enjoy it.
,I am goingto pass today.
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
What actually is feminism? Is it dress up like a man in business suit and walk around pretending? Is it because they don't the joy of motherhood? Is it simply crossed wavelength?,Feminism is when a bunch of women get together and kick your @$$ Carlos.
,"Carlos, did some woman take your job recently? You seem to have some anger issues.
The true definition of feminism is for everyone to be treated equally, regardless of gender. In other words the best ""man"" for the job, might be a woman, and she should be allowed to do that job.
Your comments of late, seem to show your lack of ability to treat people fairly. Maybe if you adjust that thinking, you will be better anle to suceed at life."
Its national date nut bread day. So do u like date nut bread????????????????????????????????????,Yeah I dated a nut once.
,I like date nut bread. Hi Otis! ??
,Haven't had it for years. Might need to bake some.
,"I love it!  If I weren't so lazy, I'd bake some tomorrow.  :)"
,I'll pass today! Thank you Otis.
,I never had it... But I like breads so I would probably enjoy it.
,I am goingto pass today.
What actually is feminism? Is it dress up like a man in business suit and walk around pretending? Is it because they don't the joy of motherhood? Is it simply crossed wavelength?,Feminism is when a bunch of women get together and kick your @$$ Carlos.
,"Carlos, did some woman take your job recently? You seem to have some anger issues.
The true definition of feminism is for everyone to be treated equally, regardless of gender. In other words the best ""man"" for the job, might be a woman, and she should be allowed to do that job.
Your comments of late, seem to show your lack of ability to treat people fairly. Maybe if you adjust that thinking, you will be better anle to suceed at life."
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Me And My Partner Want To Star In A Porn Movie How Do I Get Information On That?,"Do one thing...shoot an MMS clip of you and your partner and make sure the faces are seen...then post it online and send the link to all your frnds!!! And BOOM!!! The nxt day ...or if your lucky...the same day...you'll be a local p-o-r-n star...then work your way up from there...
Trust this answers your question...
GET A LIFE..."
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Its national date nut bread day. So do u like date nut bread????????????????????????????????????,Yeah I dated a nut once.
,I like date nut bread. Hi Otis! ??
,Haven't had it for years. Might need to bake some.
,"I love it!  If I weren't so lazy, I'd bake some tomorrow.  :)"
,I'll pass today! Thank you Otis.
,I never had it... But I like breads so I would probably enjoy it.
,I am goingto pass today.
Was high school fun for you? Describe it :),Not something I want to do again.
,"Extremely fun, yep :)"
,"Theres a saying ""these are the best years of your life"" when speaking to a high school/college student. I beg to differ. My life began when I left my high school/ college years. Those years are a meer stepping stone to the best years of your life.
I would MUCH rather have the life I have now!"
,"Mostly, yes. But I never bothered with cliques or trying tp be popular. I had a core group of 4 friends and were are still friends to this day. (And high school was a very long time ago.) "
,"Yeah, it was. Still have some of those friends."
,Not really.
,"Overall, it was a great time.  I loved the football games and dances, and I had known most of my friends since elementary school.  Many of us have remained close friends  ..... Although, sadly, our numbers are diminishing with each passing year."
,Everyone went their own way after school so i say it was funny
,"If I knew then what I know now.  It would have been more fun.
I studied hard, worked a p-time job in the winters and a f-time job in the summers. I probably could have partied more."
,"Nothing abt school was fun for me. I was shy and awkward from being picked on constantly. So when someone was nice to me, I thot they had hidden motives"
Who are the leading oil and gas skid manufacturers?,"In India, one of the popular oil and gas skid manufacturers is Chemtrols. It has B2B solutions for the process industry. Some of its products include flow meters, bypass valves, air quality monitoring, hvac, pressure reducing valves."
,"ARK Ramos is the world leader in Ada Signage, Custom Plaques and Metal Letters. Our plaques and letters are available in a variety of metals including aluminum, brass, bronze and stainless steel and zinc with every product covered by a lifetime limited warranty."
How To Download Tamil Songs From Internet?,You mobile should be multimedia and GPRS connection should be enable on that. You can open the website on the mobile browser and after that you can download the songs from the website you want.
,"There are many sites for you to download Tamil songs, such as:
www.tamilsongs.net
www.mohankumars.com
www.cooltoad.com
www.shyamradio.com
www.raaga.com
www.123musiq.com
www.tamilbeat.com 
Or you can download Tamil songs from Youtube?Spotify,  Break, DailyMotion, Blip, Veoh, Flickr, Vimeo with the free online downloader like KeepVid or a dedicated Video Downloader."
Its national date nut bread day. So do u like date nut bread????????????????????????????????????,Yeah I dated a nut once.
,I like date nut bread. Hi Otis! ??
,Haven't had it for years. Might need to bake some.
,"I love it!  If I weren't so lazy, I'd bake some tomorrow.  :)"
,I'll pass today! Thank you Otis.
,I never had it... But I like breads so I would probably enjoy it.
,I am goingto pass today.
"What to do? My boyfriend was sent a pic of some girl's boobs a few months ago but it's still on my mind. I'm not sure if he's friends with this girl or not, but I've been cheated on in the past and I do not want it to happen again.","""... A few months ago ...""
Since you don't mention anything happening since then ... You either trust him or you don't.  If you don't trust him, you shouldn't be his girlfriend."
,"I've been cheated on too, so I know how you feel. But, honestly, if it wasn't the guy you are with now that cheated, you have no reason to not trust him. Now if he did it more than that once, yeah you could be worried. But I assume he deleted the picture, right? If he kept it, that would be a reason to get mad. (As I can tell you don't like the fact he got the picture at all.) It wouldn't hurt to just explain this to him and just ask if he talks to the girl or not. If he talks to her, you could ask him not to. It's your relationship, you're allowed to speak up if you don't like something."
,"Well, really....he can't control what other people send him, if it's a picture of a dog or someones breasts. Did you ever think it might be a female who wants to break you up so she can have him? Just a thought......it's just a picture."
,"I would call that crossroads. Don't trust him, maybe I'm wrong about him, but it's better than regretting it. If you can't communicate with him and figure it out between you two then there is no point. And that would make no sense to trust someone in that situation.
He is more then likely, messing with your head. Understand?"
"I have proof that mom is cheating on dad. It's been happening for years with not just one but multiple men (and women) and I don't think she has any intention of stopping, and in fact is having a guy over next week when the family is away. What should I do?",I suggest you talk to your mom. And tell her if that is really healthy for the family and herself because of what she is doing
,F your mom. Tell your dad about it. You need to be on his good side when they get divorced because he's going to get all the money since your mom is a lying cheating wh*re.
"Would you tell either parent you knew for a fact the other one was cheating? You have undeniable proof and a somewhat confession, mixed with lies.",I'm good at staying out of situations like that.
,"No thank you. It would not be my place to interfere in my parents' marriage. If there was infidelity going on, sooner or later things will blow up in the cheater's face without my help."
,"Why do you distinguish between a ""parent"" and a ""spouse?""---is that significant in this situation?"
What are the classic signs that a wife is cheating?,"Locking their phone, taking calls in another room away from you, whispering on the phone, buying new clothes, mainly sexier types of undergarments, wearing makeup more often, having excuses to leave the house (like ""oh, I forgot to get milk, I have to run out and get some), not as affectionate with you as she once was. There's a lot of signs to look for, but basically if you suspect it, it's probably true. Everyone should always trust their gut feeling."
